id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Occurrences>	score<Avg. pub. year>	score<Avg. citations>	score<Avg. norm. citations>
3554	duffing oscillator	-0.2969	-0.2791	8	55	111	88	2012.7273	4.2159	0.5636
3560	duffing system	-0.2548	-0.478	8	14	20	15	2013.1333	2.1333	0.2374
3591	dynamic range	0.3512	-0.1643	2	9	10	12	2009.0833	2.0833	0.1834
3619	early detection	0.8817	-0.1613	5	2	2	5	2013.8	5.6	0.8503
3626	early warning	0.8483	-0.2051	5	8	8	7	2006	13.8571	0.767
3629	early warning system	0.7515	-0.1526	5	1	1	6	2013.6667	0.3333	0.0435
3638	earthquake	-0.0189	-0.2986	2	4	5	6	2014.8333	0	0
3666	ecg signal	-0.2787	-0.39	4	9	13	8	2010.625	13.5	1.8164
3808	electromagnetic interference	-0.5312	0.1287	11	3	3	6	2014	2.1667	0.2265
3822	electromagnetically induced transparency	-2.3421	1.4189	18	1	1	6	2013.6667	8.3333	0.9918
3860	electronic warfare	0.0948	-0.3485	4	8	9	7	2014.4286	0.7143	0.0998
3883	elisa	-0.6689	-0.0622	11	1	1	5	1999.8	9	0.3214
3906	emccd	0.3351	0.0351	2	5	6	5	2007.8	6.8	0.4376
3907	emd	-0.5974	-0.3497	13	10	15	8	2014.125	0.625	0.1091
3930	empirical mode decomposition	-0.2308	-0.403	16	10	11	11	2011.8182	4.7273	0.5587
3931	empirical mode decomposition (emd)	-0.3673	0.0092	17	10	10	8	2014.125	5.25	0.6184
3965	energy detection	0.1052	-0.1331	14	12	24	15	2013.7333	7.0667	0.8645
4027	environmental scanning	0.8316	-0.0843	5	4	4	5	2014.4	2.4	0.2986
4059	epr	1.0524	-0.4701	17	3	3	14	2009	6.2143	0.7271
4095	esr	1.0349	-0.4589	17	2	2	8	2004.125	8.375	0.4667
4106	estimation	-0.09	0.0743	8	13	20	10	2007.8	5.9	0.653
4215	expression	1.5158	0.1542	3	6	7	10	2007.3	15.4	0.876
4309	fast acquisition	-0.441	0.6745	1	9	13	9	2013.7778	1	0.1225
4333	fault detection	0.6058	0.0388	16	5	6	5	2015.6	1.4	0.3341
4334	fault diagnosis	-0.341	-0.3561	13	41	101	77	2012.2338	8.5065	1.251
4363	feature extraction	-0.4823	-0.3152	13	22	39	30	2011.6667	4.2667	0.3917
4409	fft	-0.1908	0.3793	1	13	14	14	2013.8571	2.0714	0.2773
4479	filter	-0.0298	0.1726	7	8	8	15	2013	1.6667	0.1423
4483	filter banks	-0.1044	-0.4511	4	8	14	6	2008	1.5	0.1237
4525	fish	1.4281	0.4165	3	7	9	23	2008.9565	18.7391	1.2193
4529	fisher information	0.3936	-1.0087	19	1	1	7	2009.2857	14	1.4265
4590	fluorescence	0.361	-0.0425	2	4	5	14	2009.7857	5.4286	0.63
4596	fluorescence in situ hybridization	1.3758	0.4148	3	4	5	7	2006.2857	31.1429	1.6361
4633	fog	0.1003	0.6491	12	5	7	5	2013.2	0.2	0.0195
4661	foresight	0.9454	-0.0812	5	7	7	16	2012.75	17.5	1.6669
4689	four-wave mixing	-2.3169	1.4067	18	5	10	8	2010.75	4.875	0.5518
4704	fpga	-0.2212	0.5507	1	19	26	22	2013.6364	1.3636	0.1563
4714	fractional fourier transform	-0.6724	-0.1761	15	5	5	6	2013.5	2.6667	0.9121
4744	free radicals	1.065	-0.4782	17	1	1	6	2002.6667	72.5	3.0202
4754	frequency	0.3345	-0.2326	8	8	9	6	2012.3333	0.8333	0.0919
4766	frequency detection	0.1358	-0.3518	8	7	8	5	2012.8	4.6	0.4344
4781	frequency estimation	-0.4053	0.3724	1	6	6	8	2011.5	1.5	0.1543
4793	frequency modulation	-0.0221	-0.5758	9	5	6	5	2013.2	4.8	1.075
4879	future	1.0103	-0.1336	5	1	1	5	2008.4	21.2	1.9409
4883	future sign	0.9316	-0.2431	5	1	2	5	2014.4	9.4	1.3075
4920	gain	0.2773	0.0946	2	5	5	7	2008.8571	1.8571	0.1285
4982	gas sensor	0.1569	-0.2118	2	3	3	5	2011.8	4.4	0.3666
5049	gene expression	1.1155	0.2813	3	6	8	19	2002.3158	35	1.262
5067	generalized gaussian distribution	1.6514	1.9332	22	2	5	5	2007.6	1.6	0.0834
5087	genetic algorithm	-0.4894	-0.4442	12	13	20	19	2013.0526	5.8947	0.9909
5183	global navigation satellite system	-0.436	0.6198	1	9	9	8	2015.25	6.375	0.9044
5184	global navigation satellite system (gnss)	-0.1253	0.583	1	1	1	7	2013.8571	1.5714	0.1709
5193	global positioning system	-0.3167	0.449	1	13	14	13	2010.6923	4.0769	0.3998
5194	global positioning system (gps)	-0.3959	0.4863	1	18	27	17	2010.5294	8.2941	0.8736
5230	gnss	-0.583	0.5	1	31	57	43	2014.4419	3.0698	0.5036
5234	gnss receiver	-0.3235	0.5294	1	7	10	9	2015.1111	4.5556	0.9038
5261	gps	-0.4138	0.51	1	34	80	61	2012.9836	5.9836	0.5827
5268	gps receiver	-0.4841	0.3838	11	5	5	7	2014.5714	2.2857	0.4675
5301	graphene	-0.8608	-1.2925	21	1	1	8	2014.875	42.75	5.8305
5355	ground penetrating radar (gpr)	0.225	-0.2198	4	7	9	6	2009.8333	3.8333	0.2031
5437	harmonic detection	0.0022	-0.5514	9	2	2	5	2009.8	2.4	0.3597
5560	high dynamic	-0.4965	0.5032	1	12	14	11	2014	2.6364	0.3904
5571	high frequency	-0.3607	-0.6076	6	7	8	6	2011.6667	4.5	0.7555
5586	high precision	0.0835	0.4419	9	4	6	5	2010.2	4.6	0.3405
5593	high resolution	0.0656	0.3904	9	4	5	8	2012	4.625	0.5192
5598	high sensitivity	-0.2795	0.6113	1	24	34	24	2014.5	4.75	0.6928
5671	hilbert transform	-0.4754	-0.0575	11	6	8	7	2013.5714	3.1429	0.4372
5676	hippocampus	1.4831	0.1883	3	4	4	5	2003.8	21.2	0.8589
5726	horizon scanning	0.9455	-0.0531	5	7	8	8	2014.875	10.125	1.797
5748	hough transform	-0.5754	-0.2196	15	3	5	8	2007.875	3.125	0.2274
5772	human	1.5595	0.2794	3	4	6	10	2002.2	33.4	1.2274
5864	hyperspectral	-0.0764	0.4112	12	7	8	5	2009.6	30.6	1.2195
5867	hyperspectral imagery	0.0394	0.7356	12	3	8	5	2009.4	29.8	3.4083
5893	ica	-0.5359	-0.4953	15	4	5	8	2010.25	2.75	0.312
5938	image enhancement	-0.2639	-0.2988	15	6	8	6	2010	7.1667	0.6936
5946	image processing	-0.0597	0.0818	4	8	12	15	2012.8	7.4	0.9125
5957	imaging	-0.1164	0.2068	10	3	6	6	2008.3333	19.8333	1.2972
5983	immunocytochemistry	1.5443	0.1464	3	1	1	6	2003.5	52.5	1.658
5986	immunofluorescence	1.2866	0.225	3	4	4	6	2004	21.8333	0.8867
5992	immunohistochemistry	1.4705	0.2541	3	14	23	38	2004.4474	43	1.5346
6042	impulsive noise	-0.5517	0.1229	11	2	2	5	2009.6	10.4	1.6885
6053	in situ hybridization	1.4354	0.1961	3	12	20	43	2000.5116	34.1628	1.1673
6074	incipient fault	-0.6171	-0.5612	13	8	11	5	2009.4	18.8	2.2448
6076	incipient fault diagnosis	0.4124	-0.2284	16	3	4	6	2015.6667	7.1667	1.2689
6088	independent component analysis	-0.64	-0.287	15	6	10	14	2009	1	0.146
6089	independent component analysis (ica)	-0.3727	-0.0956	13	7	13	9	2010	8.1111	0.7081
6113	indoor positioning	0.3852	0.3566	7	6	6	6	2012	2.1667	0.3089
6160	information processing	0.1566	-0.1681	2	11	13	14	2009	5.5	0.5627
6177	infrared	0.1761	-0.1108	2	8	8	7	2013	3.1429	0.7416
6220	innovation	0.8684	0.0516	5	4	5	6	2011.6667	7.3333	0.9757
6232	ins	-0.3663	0.6267	1	9	14	7	2011.1429	8.5714	0.6435
6248	instantaneous frequency	0.2462	-0.3317	4	3	4	5	2013.2	11.2	1.7526
6256	instrumentation	0.4338	0.0714	9	6	7	5	2007	4.2	0.9123
6309	intelligent control	-0.0214	-0.9538	6	2	2	5	2008.8	0.6	0.0466
6339	interference	0.2605	-0.0144	9	10	10	7	2007.5714	4.1429	0.2297
6342	interference cancellation	-0.2659	0.0788	4	10	11	10	2010.3	8.6	0.6227
6347	interference suppression	-0.092	-0.3278	4	5	6	7	2013.7143	1.7143	0.1819
6349	interferometer	0.1862	0.4063	7	1	1	6	2007.6667	4	0.4946
6352	interferometry	0.2221	0.3403	10	7	7	6	2014.5	1.6667	0.273
6368	intermittent chaos	-0.1845	-0.2608	9	12	23	14	2009.9286	6.5	0.6757
6579	josephson junction	-1.0931	-1.0435	16	1	1	5	2016.4	3	0.4194
6592	kalman filter	-0.5112	0.5405	1	13	18	16	2013.6875	1.9375	0.2991
6600	karyotype	1.4583	0.4375	3	1	2	5	2012.8	13.2	0.5379
6666	labview	0.0277	-0.0085	9	12	16	16	2011.1875	0.9375	0.126
6715	large-scale structure of universe	0.1179	1.556	12	2	3	5	2007.2	13.4	0.8035
6739	laser fuze	0.1348	-0.0774	2	6	8	5	2010.8	3	0.2802
6756	laser radar	-0.0474	0.1167	14	17	20	13	2009.9231	9.2308	1.0633
6759	laser ranging	-0.2379	0.1654	11	8	10	8	2013	0.875	0.4796
6868	levy noise	-0.7722	-0.7374	13	3	6	5	2016	5.8	1.0082
6872	lfm signal	-0.6405	-0.1487	15	7	8	6	2009.5	5.5	0.9093
6882	lidar	-0.0863	0.1947	10	11	19	18	2010.5	10.4444	0.7296
7046	localization	1.1658	0.0641	3	8	8	5	2006.4	11.4	0.7328
7055	locally optimum detection	-1.5851	-0.1465	23	1	4	7	1997.1429	5.5714	0.1741
7073	lock-in amplifier	0.0667	-0.1047	9	29	36	42	2010.6429	1.1429	0.1032
7162	low snr	0.0334	-0.4495	20	10	12	9	2013.1111	4.8889	0.5773
7242	lyapunov exponent	-0.2937	-0.2433	8	10	13	12	2011.5	5	0.6964
7243	lyapunov exponents	-0.4551	-0.319	11	10	12	5	2009.2	5.6	0.4184
7271	machine learning	0.5744	-0.128	5	9	9	5	2015.2	1	0.3072
7323	magnetic resonance imaging	0.1416	0.8076	12	1	2	7	2010.1429	19.5714	1.004
7447	matched filter	0.0232	0.5906	12	11	19	12	2009.6667	18.8333	1.1255
7491	maximum likelihood estimation	-0.7922	0.6549	1	1	2	6	2012.6667	42.1667	4.0329
7524	measurement	0.4354	-0.0129	2	11	11	15	2010.5333	2.4667	0.3164
7531	measurement system	0.2776	0.1886	2	4	5	5	2011.2	0.6	0.0421
7548	mechanical fault diagnosis	-0.7401	-0.3933	17	3	7	5	2006.4	11.4	0.9984
7603	mems	0.1115	0.2773	10	16	16	17	2011.5882	0.8235	0.0798
7660	methods: data analysis	0.1053	1.4293	12	4	8	14	2014.5714	23	2.4316
7663	methods: numerical	0.1172	1.5084	12	2	4	6	2015	31.3333	4.7666
7665	methods: statistical	0.1122	1.4975	12	3	9	11	2014.6364	23.7273	3.2113
7671	metrology	-0.1627	-0.4085	8	26	32	20	2012.15	1.6	0.3763
7714	microarray	0.5974	0.3133	10	6	7	5	2006.8	31.2	1.7998
7804	mimo	0.2748	-0.5718	20	1	1	6	2014.6667	1.3333	0.2327
7893	model	0.3133	0.277	7	5	5	5	2006.6	19.8	1.5223
7907	modeling	-0.439	-0.5807	6	4	5	7	2011.2857	68.4286	2.6354
7933	modulation	-0.1372	-0.372	4	8	8	6	2006.8333	1.3333	0.1682
7965	monitoring	-0.3776	-0.5408	6	8	9	7	2013.1429	2.5714	0.912
8029	mouse	1.5186	0.224	3	11	17	11	2004.6364	22.6364	1.0071
8051	mri	-0.0382	0.7136	14	2	4	5	2013	8	1.0458
8052	mrna	1.4653	0.1752	3	6	10	12	1998.1667	101.0833	3.1041
8101	multi-frequency weak signal detection	-0.2176	-0.6923	16	6	7	5	2013.6	8.8	1.2781
8187	multipath	-0.4297	0.455	1	5	6	8	2013.25	12.5	1.1173
8196	multiple access interference	-0.3599	0.2465	4	3	3	5	2009.6	0.8	0.0994
8236	multiplicative noise	-1.5632	-0.1453	23	3	6	7	2000.2857	6.4286	0.2704
8244	multiscale noise tuning	-0.7666	-0.2311	10	4	9	6	2014.5	22	5.5667
8348	nanoparticles	-0.8794	-1.2798	21	2	2	5	2015.4	4.2	0.669
8479	neural network	-0.0404	0.0332	4	17	18	13	2010.6923	2.0769	0.4942
8482	neural networks	0.127	-0.8829	6	12	14	11	2009	2.5455	0.1822
8554	nh code	-0.4781	0.7859	1	5	9	7	2016.4286	0.7143	0.1589
8602	nmr	1.4025	0.2764	3	1	1	10	2008.4	9.1	0.7996
8621	noise	-0.0203	-0.0081	9	52	101	65	2009.8462	5.6462	0.4551
8623	noise analysis	-0.6465	0.1519	10	4	4	5	2012.6	2	0.1997
8635	noise figure	0.223	0.0906	2	10	13	7	2008	7	0.7332
8647	noise reduction	0.0347	-0.2326	2	4	4	6	2009	4.1667	0.4314
8653	noise suppression	-0.5922	0.7465	1	1	1	5	2015.4	3.8	0.5048
8701	non-gaussian noise	0.0324	-0.6463	19	11	19	14	2009.0714	18.7143	1.6292
8708	non-invasive	-0.3849	-0.7486	6	3	3	5	2011.2	11.2	1.1929
8775	nonlinear dynamics	-0.8489	-1.2616	21	6	9	6	2012.1667	5.3333	1.3099
8787	nonlinear optics	-2.1544	1.3139	18	5	16	13	2009.5385	1.1538	0.1701
8799	nonlinear system	-0.6772	0.1109	10	6	13	10	2009.9	8.1	1.1317
8801	nonlinear systems	0.0038	-0.7852	19	4	8	5	2004	24	1.6795
8810	nonlinearity	-0.0401	0.2256	11	7	7	6	2007.3333	4.3333	0.4066
8899	numerical simulation	-0.1665	-0.3779	4	6	6	8	2010.375	2	0.5812
8943	ofdm	0.253	-0.5444	20	6	8	7	2014	3	0.3457
9058	optical communication	-2.2731	1.3707	18	4	14	6	2008.5	1.6667	0.1728
9082	optical fiber sensor	0.1245	-0.2441	2	4	4	5	2008.6	4.2	0.2262
9083	optical fiber sensors	-0.2103	-0.9809	6	1	1	7	2005.5714	11.4286	0.5455
9161	optimization	-0.0394	0.5116	14	16	22	17	2009.9412	4.7647	0.8143
9264	over-sampling	0.0834	0.3995	9	5	6	6	2011	4.8333	0.4312
9374	parameter estimation	-0.0903	-0.1464	4	11	16	12	2009.8333	23.0833	0.9742
9393	parametric amplification	-2.2764	1.3921	18	4	15	7	2006	1.4286	0.0405
9411	partial discharge	-0.4888	0.1955	11	3	3	6	2016.8333	1	0.2657
9429	particle swarm optimization	-0.3706	-0.2888	14	9	11	9	2014.5556	3.3333	1.1859
9470	pattern recognition	-0.214	0.0147	4	10	16	9	2009.6667	2.8889	0.1767
9485	pcr	1.5851	0.189	3	4	4	5	2004.2	16.4	1.1251
9620	phase locked loop	-0.2223	0.4383	1	5	6	6	2009.3333	3.5	0.3106
9625	phase measurement	-1.6978	1.0435	18	3	3	5	2008.6	15.8	0.9554
9628	phase noise	-0.1101	0.2703	1	7	8	5	2010	8.8	0.9534
9636	phase sensitive detection	0.0014	0.1387	7	4	4	5	2011.6	0.4	0.0736
9637	phase sensitive detector	0.3947	0.0282	9	3	4	5	2010	2.2	0.1255
9646	phase space reconstruction	-0.3304	-0.3298	11	8	10	6	2010.5	5.5	0.424
9650	phase transition	0.1033	-0.5174	8	2	5	5	2012.4	4.2	0.922
9747	photon counting	0.0321	0.1718	10	11	19	13	2013.5385	3	0.6331
9965	polarization	0.046	0.8496	12	4	5	9	2010.2222	19.2222	1.3063
9999	polymerase chain reaction	1.5966	0.192	3	2	2	7	1995.4286	26.7143	0.6722
10094	power spectrum	-0.232	-0.2195	7	7	12	5	2006.8	18.6	1.2967
10114	preamplifier	0.2133	0.1505	2	8	9	9	2011.8889	3.4444	0.2376
10121	precision	0.2895	0.2175	2	4	5	6	2011.5	2.5	0.335
10177	principal component analysis	-0.0819	-0.4077	2	7	7	6	2011.6667	7.5	0.789
10355	pulse compression	0.1438	-0.9409	6	1	1	5	2005.4	2.6	0.1543
10587	radio astronomy	-0.1725	-0.1612	4	6	6	5	2009.2	11.8	0.7713
10646	raman scattering	-0.2057	-0.9608	6	4	4	7	2010	12.8571	1.9304
10649	raman spectroscopy	-0.1056	-0.9313	6	7	7	12	2011	10.9167	1.7945
10711	rat	1.3182	0.2108	3	9	10	10	2000.5	53.9	1.7388
10761	real-time	-0.4555	0.15	11	9	9	7	2014.4286	5.2857	0.8137
10784	receiver	-0.3446	0.4046	10	11	13	11	2011.2727	1.4545	0.153
10801	receivers	0.1484	0.1792	2	10	10	5	1999	21.6	1.4166
10917	remote sensing	-0.1622	-0.0118	4	8	15	17	2012.8824	9.8235	0.9958
10966	resolution	0.1617	0.0425	14	2	2	5	2006.4	5.6	0.1484
10969	resonance	0.0833	-0.2587	2	4	4	7	2008.1429	28.7143	1.3946
11028	rfid	0.2505	0.4133	7	3	3	5	2013.6	5.8	0.9605
11130	rolling bearing	-0.5783	-0.4676	13	18	36	16	2012.375	8.9375	0.8324
11188	rt-pcr	1.54	0.2354	3	2	4	9	2006.4444	12.6667	0.6675
11276	satellite navigation	-0.5675	0.3074	10	4	4	6	2013.3333	1.5	0.2251
11306	scale transformation	-0.3387	-0.6747	6	7	12	7	2012.2857	3.1429	0.4215
11327	scattering	-0.2279	0.694	1	3	3	8	2014.25	4.125	0.8073
11339	scenario planning	0.8072	-0.1021	5	4	6	7	2013.4286	16	2.1666
11340	scenarios	1.0183	0.0125	5	4	4	6	2012.5	4.3333	0.5244
11343	schizophrenia	1.1375	0.2944	3	1	1	7	2006.7143	60	2.7631
11426	security	0.9928	-0.1043	5	2	2	5	2012.2	2.2	0.2684
11528	semg	-0.2445	-0.008	4	3	4	5	2015	1.2	0.2547
11556	sensitivity	-0.0028	0.1853	14	24	28	26	2012.7308	7.1154	0.9349
11563	sensor	-0.0064	0.2781	10	19	25	21	2009.8095	1.8571	0.2508
11575	sensors	0.1134	0.1088	2	9	9	11	2013.5455	12.1818	1.8096
11628	sex chromosomes	1.4087	0.4316	3	2	2	5	2010.8	5	0.9684
11712	signal	0.3101	0.092	9	11	12	9	2009.4444	1.5556	0.1347
11714	signal acquisition	-0.5299	0.6683	1	13	19	15	2013.3333	3	0.4225
11718	signal analysis	0.7372	-0.1102	5	3	3	7	2008	2.2857	0.2164
11727	signal combining	0.2699	-0.6429	20	3	5	6	2012.1667	1.8333	0.1931
11740	signal detection	-0.0924	-0.0834	8	78	140	113	2010.1062	8.9469	0.699
11746	signal enhancement	0.13	0.7751	12	4	7	8	2013.375	0.75	0.0795
11748	signal extraction	0.0839	-1.2731	6	3	4	7	2011.1429	2.4286	0.3319
11768	signal processing	0.0206	-0.0891	2	55	78	77	2009.7792	8.1948	0.6576
11779	signal recognition	0.0991	-1.288	6	4	5	6	2014.6667	2.3333	0.3851
11781	signal recovery	-0.5784	-0.0687	15	8	10	5	2012	8.6	0.8905
11793	signal to noise ratio	0.2208	-0.1885	14	30	36	31	2011.871	6.5806	0.6419
11799	signal tracking	-0.4442	0.5325	1	10	10	9	2011.6667	0.6667	0.0665
11802	signal transduction	-1.1508	-0.9654	16	1	1	5	1999.4	32.4	1.466
11820	signal-to-noise ratio	-0.3385	-0.0527	10	28	43	44	2012.2273	7.1364	1.0845
11822	signal-to-noise ratio (snr)	0.0519	-0.4071	17	15	20	11	2012.7273	2.4545	0.2828
11833	signals	-0.4252	0.325	1	7	7	6	2006.3333	15.5	0.9507
11870	simulation	-0.3582	-0.5567	6	15	20	17	2012.5882	1	0.1742
11946	singular value decomposition	0.3442	-0.0874	16	8	8	8	2013.875	5.625	0.8686
12034	snr	-0.1129	-0.0108	2	26	33	36	2012.2778	1.75	0.1871
12049	social networks	0.7159	0.1493	5	3	3	6	2014.1667	7.3333	1.9666
