"id";"title";"abstract_por";"authors";"contributors";"subjectsPOR";"subjectsENG";"institutions";"types";"accesslevel";"publicationDates";"urls";"formats";"languages";
"INPA_1add97ab474b9422b29763a7ad07ad1b";"Detecção de fenômenos extremos na camada limite atmosférica noturna acima da floresta Amazônica a partir da análise de sinais precursores";"É estudada a ocorrência de fenômenos extremos (FE) na camada limite estável (CLE) acima da floresta Amazônica. Para isso foi utilizada metodologia disponível na literatura, baseada na detecção estatisticamente robusta de sinais precursores que antecedem a existência de um ponto de ruptura que marca o limiar entre dois estados qualitativamente diferentes do sistema dinâmico investigado. Tais sinais precursores são detectáveis nos períodos que antecedem tal transição crítica em que há um amortecimento considerável das flutuações turbulentas, como se isto funcionasse como fenômeno precursor da irrupção dos fenômenos extremos, o que indica processos característicos de 'critical slowing down” (CSD), conforme a conceituação de Dakos et al. (2012). Eles apresentam-se associados a forte atividade convectiva, com diminuições consideráveis nos valores da temperatura potencial equivalente, θE, e com aumentos consideráveis nas concentrações de ozônio, O3 (assumidas como variáveis de estado), além de alterações na direção do vento e aumentos abruptos nos valores da velocidade do vento (U), em geral indicando a transição de um regime de turbulência fraca para outro de turbulência forte. A aplicação de outra metodologia para a caracterização de FE’s, baseada na utilização da decomposição do sinal em escalas usando-se a Transformada Wavelet (TW) e a utilização da informação referente aos valores das fases do sinal nas escalas permitiu a detecção de singularidades associadas à ocorrência do FE, além da caracterização de processos associados à sua geração, como a existência de bifurcações sub-harmônicas e super-harmônicas, respectivamente antes e depois da eclosão do FE e de dobramento de período. A utilização de diagramas de Poincaré, nos quais foi usada informação que precede, e também que sucede o FE, permitiu a identificação de ponto fixo e ciclo-limite repulsores antes do FE e de ciclo-limite e ponto fixo atratores depois do FE. Este último permaneceu existindo enquanto foi possível se manter um regime de turbulência suficientemente forte, após o que o padrão de oscilação dos sinais medidos pouco acima da copa florestal sofreu modificação drástica, com reflexos nos padrões de interação entre a floresta e a atmosfera. As séries temporais usadas foram obtidas em torre meteorológica erigida na reserva Biológica do Cuieiras, localizada a 60 km a norte/noroeste da cidade de Manaus, norte do Brasil (S 2°36.11', W 60°12.56'), durante o período correspondente à estação chuvosa da Amazônia, quando das campanhas experimentais do projeto GoAmazon (Observations and Modeling of the Green Ocean Amazon) em 2014/15. No presente estudo foram efetuados diversos testes estatísticos para comprovar a ocorrência de fenômenos do tipo CSD na camada limite atmosférica, particularmente, na camada limite noturna. Foram analisados quatro casos em que ocorreu CSD em períodos precursores da transição entre os dois regimes de turbulência supramencionados, o que se verificou sempre durante a estação chuvosa da região. Aqui serão inicialmente aprofundadas as análises para o caso do dia 12 de abril de 2014 por se tratar do dia com maior disponibilidade de dados e para o qual foram obtidos os melhores resultados, em comparação com os demais casos identificados, possivelmente por se tratar de um evento em que a forte nuvem convectiva que desencadeou o FE à superfície teve seu eixo de deslocamento espacial disposto de forma a apontar para a região onde estava a torre experimental. Como principais conclusões, podem ser mencionados: i) foram feitos vários testes estatisticamente robustos que comprovaram aexistência de CSD para alguns casos na atmosfera tropical. Ao que se saiba este foi o primeiro caso comprovado de CSD para dados experimentais na camada limite noturna; ii) os casos em que se obteve maior robustez nas tendências dos indicadores de CSD foram aqueles em que o eixo de deslocamento da nuvem estava apontando na direção da torre experimental; iii) as variáveis que se mostraram mais adequadas para verificar a ocorrência de CSD foram 𝜃 e concentração de 𝑂; iv) Aumentos significativos nos indicadores ocorrem uma única vez por transição, reafirmando os princípios do CSD já analisados na literatura disponível e discutidos ao longo do presente manuscrito; v) Todas as tendências positivas para existência de CSD ocorreram sempre em transições entre regimes de turbulência fraca e forte e estiveram sempre acompanhadas de mudanças de pelo menos 45° na direção do vento e presença de convecção profunda nos arredores do sitio experimental; vi) para alguns casos verificou-se a existência de ciclos repulsores e atratores associados às flutuações de variáveis como a velocidade do vento. Esses ciclos foram obtidos a partir da construção de diagramas de Poincaré associando as flutuações das variáveis e suas respectivas derivadas temporais. Observe-se que os diagramas de Poincaré associados aos dados de velocidade do vento foram plenamente satisfatórios para este estudo de caso. Para os demais casos tal robustez não foi plenamente verificada, mas com os ciclos sempre evidentes para todos os casos analisaos. Com tal metodologia foi possível obter informações sobre o processo não linear envolvendo a interação dos movimentos engendrados em nuvens convectivas fortes com a superfície.";"primary[Farias, Francisco Otávio Miranda(http://lattes.cnpq.br/2549543844450894)]";"advisor[Sá, Leonardo Deane de Abreu(NA)]|coadvisor[Randow, Celso von(NA)|Ramos, Fernando Manoel(NA)]";"atmosfera|Sinais precursores|Fenômenos extremos";"";"INPA";"doctoralThesis";"openAccess";"2017";"http://bdtd.inpa.gov.br/handle/tede/2260";"doctoralThesis";"por"
"URGS_4b34d0140131eb9c534d9e26d0b778eb";"Estudo comparativo da transformada Karhunen-Loève na compressão de imagens";"A representação de funções através da utilização de bases (KERNEL) de representação tem sido fundamental no processamento digital de sinais. A Transformada KARHUNEN-LOÈVE (KLT), também conhecida como Transformada HOTELLING, permite a representação de funções utilizando funções-base formadas pelos autovetores da matriz de correlação do sinal considerado. Nesse aspecto essa transformada fornece uma base ótima, isto é, aquela que proporciona o menor valor de Erro Quadrático Médio entre o sinal reconstruído e o original, para um determinado número de coeficientes. A dificuldade na utilização da KLT está no tempo adicional para calcular os autovetores (base) da matriz de correlação, o que muitas vezes inviabiliza a sua utilização nas aplicações em tempo real. Em muitas aplicações a KLT é utilizada em conjunto com outras transformadas melhorando os resultados destas aplicações. Sendo considerada a transformada ótima no sentido do Erro Quadrático Médio, este trabalho apresenta um estudo da Transformada KARHUNEN-LOÈVE nas aplicações de compressão de imagens bidimensionais estáticas e em tons de cinza, realizando também a comparação desta técnica com outras técnicas (DCT e WAVELET) buscando avaliar os pontos fortes e fracos da utilização da KLT para este tipo de aplicação. Duas técnicas importantes para solucionar o problema de cálculo dos autovalores e autovetores da matriz de correlação (Método de JACOBI e Método QL) são também apresentadas neste trabalho. Os resultados são comparados utilizando a Razão Sinal/Ruído de Pico (PSNR), a Razão de Compressão (CR) e os tempos de processamento (em segundos) para geração dos arquivos compactados.";"primary[Mello, Ricardo Noé Bretin de(NA)]";"advisor[Susin, Altamiro Amadeu(NA)]";"Processamento digital de sinais|Compressão de imagens";"";"UFRGS";"masterThesis";"openAccess";"2003";"http://hdl.handle.net/10183/3583";"masterThesis";"por"
"UFS-2_0d960af60f1d110552ad63c20db1610b";"Desenvolvimento tecnológico : a propriedade industrial na produção da guitarra elétrica e captadores no Brasil";"A sociedade do conhecimento contempla a valorização do intangível. A criação de novos produtos e respectiva melhoria funcional destes constituem diferencial competitivo e oportunidade de crescimento por meio da Propriedade Intelectual (PI). Neste sentido a Guitarra Elétrica é uma inovação resultante de pesquisas e descobertas de inventores independentes. Sua produção em escala significativa ocorreu a partir da década de 1940, nos Estados Unidos da América, país que registrou as primeiras patentes no desenvolvimento deste instrumento musical. A Guitarra Elétrica agrega inovações tecnológicas a partir da sua criação, impactando no desenvolvimento cultural da sociedade ocidental, consistindo em um pilar relevante para a plataforma industrial relacionada à música, interligando uma cadeia mundial de fornecedores de insumos e prestadores de serviços. O Captador é o componente eletromagnético que permitiu a invenção da Guitarra Elétrica nos Estados Unidos da América e da Guitarra Baiana no Brasil. Ambos os inventos são indutores de mudanças culturais, porém, com impactos econômicos em escalas e características distintas. O desenvolvimento tecnológico dos Captadores é crucial para a competitividade dos fabricantes de Guitarras Elétricas, e nesta dissertação representam uma oportunidade para análise e entendimento da dinâmica setorial. Atualmente, a fabricação da Guitarra Elétrica ocorre tanto com produção industrial, quanto artesanal, sendo o Brasil um mercado consumidor em expansão, favorecendo o aumento das importações oriundas de diversos países, contrapondo uma atuação internacional ainda em construção da indústria brasileira. Baseado em uma pesquisa descritiva aplicada, o trabalho de dissertação é exploratório e explicativo. Os elementos da pesquisa são: o panorama atual do segmento industrial da Guitarra Elétrica em âmbito nacional e em outros países relevantes na produção e no consumo deste instrumento; a prospecção e análise do desenvolvimento tecnológico do captador nas bases de Propriedade Industrial, e a conexão setorial com os mecanismos de incentivo à exportação. Assim, este trabalho de dissertação visa contribuir apresentando o potencial econômico do setor, demonstrando a importância da Propriedade Industrial para o seu desenvolvimento, considerando as oportunidades para o fomento à Pesquisa Aplicada, o registro da Propriedade Industrial, o desenvolvimento da Inovação Tecnológica, e os mecanismos de suporte disponíveis no Sistema Nacional de Inovação.";"primary[Silva, Vinicius Nelson Lago(http://lattes.cnpq.br/5261873115537785)]";"advisor[Quintella, Cristina Maria Assis Lopes Tavares da Mata Hermida(NA)]";"Propriedade industrial|Guitarra elétrica|Produtividade intelectual|Patentes (banco de dados)|Prospecção|Propriedade intelectual|Bases patentárias|Prospecção tecnológica";"Electric guitar|Industrial property|Intellectual property|Patent databases|Technology foresight";"UFS";"masterThesis";"openAccess";"2016";"https://ri.ufs.br/handle/riufs/3429";"masterThesis";"por"
"URGS_d427f9ba31333bc128ea0e2dced2703f";"Prospectiva tecnológica de la cadena productiva de viviendas de interés social construidas con maderas nacionales (Uruguay)";"";"primary[Franco Murtagh, Jorge Ernesto(NA)]";"advisor[Formoso, Carlos Torres(NA)]";"Construção civil|Habitação popular|Cadeia produtiva|Madeira : Uruguai";"Technological prospective|Foresight|Delphi method|Housing for low-income people|Wood house supply chain";"UFRGS";"masterThesis";"openAccess";"2011";"http://hdl.handle.net/10183/103720";"masterThesis";"spa"
"UFSC_4282528cfd497ec62b457168d3bbdc4b";"Proposta de um modelo de integração entre cenários prospectivos e a dinâmica de sistemas através de uma agência de desenvolvimento para o setor calçadista";"Esta pesquisa visa propor um modelo sistêmico que integre Cenários Prospectivos à Dinâmica de Sistemas através de uma Agência de Desenvolvimento Regional no Vale do Sinos. Na primeira etapa da pesquisa foi adotado o método descrito por Grumbach, no qual peritos contribuíram para a construção dos cenários. Após a geração dos cenários, foi realizada a integração com a modelagem hard da Dinâmica de Sistemas. Buscava-se com esse modelo disponibilizar alternativas que possibilitassem análise, descrição e simulação de tendências para os próximos cinco anos no Vale do Sinos, bem como identificar impactos que as variáveis logísticas provocam sobre o objeto de estudo. Os resultados iniciais indicaram que o modelo proposto pode contribuir ao apontar oportunidades e ameaças do ambiente externo, bem como pontos fortes e fracos do ambiente interno, para fundamentar decisões estratégicas e adoção de procedimento adequados.";"primary[Blois, Henrique Dias(NA)]";"advisor[Souza, João Carlos(NA)]";"";"";"UFSC";"doctoralThesis";"openAccess";"2006";"http://repositorio.ufsc.br/xmlui/handle/123456789/88501";"doctoralThesis";"por"
"URGS_04e5bc464acf4310f4384749a4c9e91c";"Economia da inovação : estudo de caso sobre as micro e pequenas empresas de calçados dos Vales do Sinos e do Paranhana";"A presente investigação científica discorre acerca da economia da inovação tendo como pano de fundo a moderna economia da empresa, explorando aspectos empíricos da Europa e um estudo de caso sobre a inovação nas micro e pequenas empresas de calçados dos vales do Sinos e do Paranhana. As bases deste estudo estão calcadas na teroria da inovação sob a ótica da teoria da firma. Para alcance dos objetivos foi realizada uma pesquisa bibliográfica buscando identificar o atual estágio das empresas europeias em comparação com as empresas brasileiras. Já o estudo de campo buscou identificar como se dá o processo de inovação nas micro e pequenas indústrias calçadistas dos Vales do Sinos e do Paranhana. Como instrumento de análise se utilizou a ferramenta do radar da inovação, objetivando identificar diferenças e similaridades entre a realidade europeia e a realidade das micro e pequenas empresas. A base deste estudo de campo surgiu da oportunidade de utilizar a pesquisa desenvolvida pela FAPERGS em conjunto com o SEBRAE, em que o autor autou como pesquisador. As evidências mostram que, para se destacar, em inovação seria necessário um equilíbrio entre todos os indicadores e que este seria um dos pontos fracos dos líderes em inovação do Cluster formado pelos Vales do Sinos e do Paranhana.";"primary[Silveira, Thiago Fontes da(NA)]";"advisor[Florissi, Stefano(NA)]";"Inovação|Micro e pequenas empresas|Indústria do calçado|Teoria da firma|Estudo de caso|Vale do Rio dos Sinos, Região (RS)|Vale do Paranhana, Região (RS)";"Innovation|Innovation radar|Innovation performance|Innovation management|The theory of the firm and innovation|nnovation in Vales do Sinos and Paranhana|Innovation in micro and small enterprises footwear";"UFRGS";"masterThesis";"openAccess";"2013";"http://hdl.handle.net/10183/70003";"masterThesis";"por"
"URGS_2852cbe94fcdc8199bf5f9824d684040";"Análise preliminar de indústrias do setor coureiro do vale do Rio dos Sinos em relação ao gerenciamento ambiental : estudo de casos em indústrias exportadoras";"O setor coureiro constitui um expressivo segmento sócio-econômico brasileiro. Além de sua presença no atendimento do mercado interno, é no mercado externo, que o setor de peles e couros vêm demonstrando sua força, a ponto de ocupar posição destacada na pauta de manufaturados do País. Deste modo, o Brasil, durante as últimas décadas, desenvolveu muito o setor de curtimento de couros. Este rápido crescimento provocou um aumento da poluição gerada, sem a devida atenção para a neutralização de seus efeitos. A incorporação da variável ambiental se apresenta como mais um fator a ser considerado no planejamento estratégico da empresa, podendo, em função das características do mercado, constituir-se em vantagem comercial. A área ambiental acena para este setor, como uma ferramenta de competitividade e qualidade. Esta pesquisa, através de estudo de casos em sete empresas do setor coureiro do Vale do Rio dos Sinos, faz uma avaliação da performance ambiental desse setor. Os resultados obtidos permitem apresentar os pontos fortes, pontos fracos, ameaças e oportunidades, fornecendo assim subsídios para a incorporação da variável ambiental no planejamento estratégico da empresa. Também são propostas, como resultado da avaliação da pesquisa de campo, etapas básicas de implantação de um sistema de gerenciamento ambiental, para uma empresa do setor coureiro.";"primary[Pereira, Claudia Gonçalves(NA)]";"advisor[Ruas, Roberto Lima(NA)|Nascimento, Luis Felipe Machado do(NA)]";"Gestão : Meio ambiente : Panejamento estrategico : Estudo de caso : Industria de couro e pele : Vale do rio dos sinos : RS";"";"UFRGS";"masterThesis";"openAccess";"1997";"http://hdl.handle.net/10183/32986";"masterThesis";"por"
"P_RS_8e88d3fd3616eb6a46e60ca809c613d9";"Avalia??o do modelo cobit de governan?a em TI para arranjos produtivos locais : estudo de caso no setor coureiro cal?adista do Vale dos Sinos";"O avan?o tecnol?gico e a abertura do mercado internacional t?m provocado mudan?as no comportamento das organiza??es, impondo uma r?pida e cont?nua adequa??o ?s novas exig?ncias. Estabelecer uma posi??o competitiva ? um desafio a ser enfrentado pelo setor coureiro-cal?adista do Vale dos Sinos (RS), objeto deste estudo, o qual tem atuado em diversos pa?ses, exportando seus produtos e importando mat?rias-primas (Tabela A-1 no Anexo A). Para competir neste cen?rio, o setor utiliza empresas com papel de governan?a sobre o arranjo produtivo como um todo, as quais buscam oportunidades para aumentar a competitividade do setor. Um dos meios utilizados para obter vantagens competitivas ao setor se d? pelo uso da Tecnologia da Informa??o (TI), a qual tem permitido agilizar e diminuir custos nos processos operacionais, gerenciais e atividades de relacionamento entre as empresas. Em virtude da import?ncia da TI neste contexto, h? a necessidade de desenvolver mecanismos de governan?a para todo o setor, garantindo sua efici?ncia e ader?ncia ? estrat?gia do arranjo. Por sua relev?ncia, a governan?a em TI, em especial o modelo COBIT, ? ponto focal da pesquisa. Por meio de um estudo de caso com abordagem explorat?rio-descritivo, est? sendo avaliada a aplicabilidade do modelo COBIT de governan?a em TI para o APL cal?adista, destacando os pontos onde se pode obter maior desempenho dos processos de TI que sustentam o neg?cio. Entrevistas explorat?rias foram executadas com profissionais que atuam neste APL e com especialistas no modelo COBIT. As an?lises dos resultados mostram que, a partir da compreens?o de como a governan?a em TI ? exercida, h? a percep??o da import?ncia da TI e de que esta afeta o APL, contudo, seu grau de governan?a em TI ? fraco. Com a aplica??o do modelo COBIT, identificou-se os pontos onde a governan?a ? fraca e onde h? oportunidades de melhorias.Da avalia??o da aplicabilidade do modelo para o APL pelos especialistas, conclui-se que o modelo ? aplic?vel ao APL e corrobora no diagn?stico de fraquezas e oportunidades onde a TI ? cr?tica ao neg?cio.";"primary[Gasparote, Maur?cio(NA)]";"advisor[Oliveira, Leonardo Rocha de(http://buscatextual.cnpq.br/buscatextual/visualizacv.do?id=K4782683E0)]";"ADMINISTRA??O - ESTRAT?GIAS|TECNOLOGIA DA INFORMA??O|GOVERNAN?A CORPORATIVA|CAL?ADO - VALE DOS SINOS - PRODU??O";"";"PUC_RS";"masterThesis";"openAccess";"2006";"http://tede2.pucrs.br/tede2/handle/tede/5698";"masterThesis";"por"
"URGS_11296806c9fc1b3a4dc1e9284150eb38";"Impacto do reconhecimento precoce dos sinais e dos sintomas de síndrome coronariana aguda no tempo de procura por atendimento de emergência";"Introdução: apesar dos avanços no manejo da SCA, o tempo entre o início dos sinais e sintomas e a busca de tratamento continua a ser prolongado. Estudos têm demonstrado que esse perfil é especialmente deficiente em idosos, minorias éticas e grupos socioeconômicos menos favorecidos. Dados brasileiros são escassos, descrevendo o perfil temporal de acesso ao melhor tratamento nas SCA. Objetivos: avaliar tanto as janelas temporais nas fases do curso clínico de pacientes que apresentavam quadro compatível com SCA na cidade de Porto Alegre, e que procuraram os dois hospitais em estudo, como os fatores que tiveram impacto nas tomadas de decisão em cada uma das etapas. Métodos: estudo transversal contemporâneo, incluindo pacientes com SCA internados nas unidades de emergência ou no Centro de Terapia Intensiva (CTI) em dois hospitais da região metropolitana de Porto Alegre, RS, Brasil – um destes, público e universitário; o outro, privado. Resultados: foram incluídos 148 pacientes. O tempo dor-decisão foi de 42,5 (15-187,5) minutos e o tempo dor-atendimento 191 (60,25-374,25) minutos. Anos de estudo ≥ 8 anos, foi significativo para o menor tempo dor-atendimento (P=0,015). Pacientes que reconheceram os sintomas como cardíacos tenderam a apresentar-se mais cedo (P=0,063). Aqueles admitidos entre as 18 e as 6 horas e em dias não úteis, 65 (44%) tiveram menor tempo-decisão (P=0,021) e menor tempo dor-atendimento (P=0,044). As variáveis sociodemográficas e clínicas analisadas não se associaram significativamente às janelas temporais. Conclusões: embora, com fraca evidência, aqueles que não reconheceram os sintomas como sendo de origem cardíaca apresentaram-se mais tarde, assim como aqueles com condições crônicas de saúde, como dislipidemia e hipertensão. Menor escolaridade foi significativamente associada à maior demora.";"primary[Teixeira, Cátia Simoni Siqueira(NA)]";"advisor[Silva, Eneida Rejane Rabelo da(NA)]|coadvisor[Polanczyk, Carisi Anne(NA)]";"Síndrome coronariana aguda|Serviços médicos de emergência|Diagnóstico precoce";"";"UFRGS";"masterThesis";"openAccess";"2009";"http://hdl.handle.net/10183/22999";"masterThesis";"por"
"UFRN_7377fa3d0d99b008a13acbfdc058de48";"Recuperação de sinais esparsos. Investigação numérica sobre a quantidade de medidas necessárias para recuperar um sinal esparso";"Um dos temas mais populares no tratamento de dados nos últimos dez anos gira em torno da descoberta que a recuperação de sinais esparsos em sistemas lineares, pode ser feita com um número de equações bem menor que o número de variáveis. Em linhas gerais, se A = AmN, queremos resolver Ax = b e procuramos soluções esparsas, ou seja, com apenas s << N entradas n~ao-nulas em algum sistema de coordenadas, isto pode ser feito com um número de equações m << N, minimizando a norma l1 de x, sujeito à restrição Ax = b + r, sob determinadas condições (8). Vale dizer, com muito menos equações que incognitas. Dá o nome de Magica l1' para esta possibilidade de recuperar um sinal esparso, resolvendo um problema de otimização convexa com relativamente poucas restrições. Para algumas poucas matrizes A, de grande importância em aplicações, ha teorias razoavelmente estabelecidas indicando esta possibilidade, para muitas não. O objetivo desta dissertação e situar e discutir casos nos quais a Magica l1' funciona, com foco nas relações entre a esparsidade s, o número de linhas m e o número de variáveis N, para algumas matrizes importantes e associadas à codificação de imagens 2D. Em particular, realizamos testes numéricos com três matrizes A, visando encontrar empiricamente relações entre s, m e N para as quais a Magica l1 e bem sucedida. Em duas delas, ha teorias matematicas, ainda em construção, indicando condic~oes de sucesso, grosso modo, na forma de m=s C log(N=s), sempre com alguma probabilidade de insucesso associada. Listamos inicialmente A = G, formada por entradas aleatorias com distribuição gaussiana i.i.d., de media zero e colunas aproximadamente unitarias. A segunda e a transformada de Fourier, que usaremos numa vers~ao de transformada de cossenos 2D. A denotamos por A = DCT. Para probabilidades esmagadoras' de sucesso na recuperação de sinais esparsos com G, usando a Magica l1', os resultados teóricos estabelecem regiões menores, vale dizer, valores mais elevados para a constante C. Se relaxamos um pouco esta exigência de sucesso, obtemos regiões mais amplas, conforme teremos oportunidade de discutir na disserta ção. m=s C log(N=s) ainda e uma conjectura no caso de Fourier, se queremos probabilidades esmagadoras' de sucesso na recuperação de sinais esparsos pela via da otimização convexa acima prescrita. Os resultados empíricos por nos obtidos para iv estas duas matrizes ainda s~ao muito preliminares, mas se ajustam bem , via quadrados míínimos, a m=s C log(s=N), com C em 1:6 e em 1, correspondendo aos resultados mais otimistas encontrados na literatura para G e DCT, nos quais a eficacia da Magica l1' e assumida num sentido mais fraco, no sentido de permitir alguma taxa de insucesso n~ao totalmente desprezíível, porem de forma probabilisticamente controlada. No caso da matriz da transformada de Radon, não ha previs~ao teorica consolidada para o funcionamento daMagica l1' e sequer encontramos conjecturas sobre o que se pode esperar. Em nossos testes com matrizes de Radon, encontramos uma regi~ao para a validade da Magica l1', cujo ajuste de quadrados míínimos a m=s C log(s=N) se deu com 2; 5 e C 0; 29";"primary[Silva, Catia Regina dos Santos(NA)]";"advisor[Bielschowsky, Roberto Hugo(NA)]";"Equivalência l0 &#1048576|l1. Compressed Sensing. Magica l1. Propriedade da Isometria Restrita (RIP). Politopos s-neighborly";"l0&#1048576|l1 equivalence. Compressed Sensing. l1 Magic. Restricted Isometry Property (RIP). s-neighbourly politopes";"UFRN";"masterThesis";"openAccess";"2012";"http://repositorio.ufrn.br:8080/jspui/handle/123456789/18645";"masterThesis";"por"
"CAMP_ee40f6e6ddd00a2b7ee978867579124b";"Avaliação da eficiencia mastigatoria, força de mordida e amplitude dos movimentos mandibulares em crianças portadoras ou não de sinais e sintomas de disfunção temporomandibular";"Resumo: O objetivo desse estudo foi avaliar a eficiência mastigatória, a força de mordida máxima, a amplitude de movimentos mandibulares e correlacionar essas variáveis com peso e altura corporais, em 36 crianças de ambos os sexos, na fase de dentição mista e início da permanente, apresentando ou não sinais e sintomas de Disfunção Temporomandibular (DTM). Além disso, as características morfológicas da oclusão foram associadas com a presença de sinais e sintomas de DTM, assim como a correlação entre eficiência mastigatória e força de mordida. A amostra foi dividida em 2 grupos: grupo I - 18 crianças com sinais e sintomas de disfunção temporomandibular, e grupo II - 18 crianças sem sinais e sintomas de disfunção temporomandibular. A eficiência mastigatória foi avaliada através da mastigação de um tablete padronizado de silicone por condensação, usando-se o sistema de análise digital para verificar o tamanho das partículas mastigadas. A força de mordida máxima foi determinada através de um tubo pressurizado de fibra reforçada, colocado entre os primeiros molares permanentes superiores e inferiores, o qual a criança foi orientada a morder com força máxima. Os movimentos mandibulares (abertura máxima, lateralidades direita e esquerda, protrusão máxima) foram mensurados com régua milimetrada e paquímetro de leitura digital. Os testes 't' de Student, Exato de Fisher e correlação de Pearson foram utilizados para interpretação estatísticas dos resultados. Considerando a eficiência mastigatória, as crianças do grupo I apresentaram o tamanhos médios dos fragmentos maiores que as do grupo II (área 7,08 e 4,09 mm2; perímetro 8,52 e 6,22 mm e diãmetro 2,96 e 2,20 mm, respectivamente para os grupos I e II), médias essas com diferença estatiscamente significativas (p<0,05). Quanto à força de mordida, as médias foram 304,84 N para o grupo I e 359,80 N para o grupo II,com diferença estatisticamente significativa (p<0,05). Não houve diferença significativa entre as médias dos movimentos mandibulares entre os grupos. Não se observou associação entre as características morfológicas da oclusão e sinais e sintoma de DTM. A correlação entre as variáveis corporais e os parâmetros analisados foi fraca, bem como entre a eficiência mastigatória e a força de mordida (p>0,05)";"primary[Lemos, Alexandre Durval(NA)]";"advisor[Gavião, Maria Beatriz Duarte, 1955-(NA)]|referee[Caria, Paulo Henrique Ferreira(NA)|Rontani, Regina Maria Puppin(NA)]";"Articulação temporomandibular|Maloclusão - Tratamento|Mastigação";"";"UNICAMP";"masterThesis";"openAccess";"2002";"http://repositorio.unicamp.br/jspui/handle/REPOSIP/287959";"masterThesis";"por"
"UFAM_2475d281665c5af6864e16f747930f21";"O uso de ambiente virtual de ensino aprendizagem na mediação das práticas pedagógicas inclusivas: contribuições para a disciplina Língua Brasileira de Sinais - Libras";"O propósito da investigação foi compreender o desafio de ensinar, por mediação tecnológica, uma modalidade de comunicação gestual, de características muito diferenciadas da linguagem escrita/falada, com a qual os discentes nunca tiveram contato. Assim, o estudo se norteia na seguinte questão: a tecnologia é a melhor estratégia para tornar o conhecimento da LIBRAS mais acessível aos acadêmicos? Para tanto, esta pesquisa inicia com a observação e análise dos conteúdos ministrados na disciplina presencial de LIBRAS B, e segue com posterior observação sobre a transposição didática desses conteúdos para o ambiente virtual de ensino e aprendizagem (AVEA). O trabalho está organizado em três capítulos: o primeiro, A língua de sinais: campo de lutas, discussões e tensões, realizando um mapeamento do percurso trilhado pela língua de sinais no mundo e no Brasil. O segundo, Aprendizagem Colaborativa em Rede, aborda a tecnologia da inteligência coletiva e as transformações na construção do conhecimento em rede. No último capítulo, LIBRAS para além dos muros da UFAM: novas trilhas a serem traçadas. Identificamos uma rota de fuga onde foi possível contribuirmos com a parte prática da disciplina, elaborando uma proposta de material em vídeo. A pesquisa aconteceu na sala presencial e, paralelamente, na sala virtual da disciplina de LIBRAS B, do curso de Pedagogia da Universidade Federal do Amazonas – UFAM, ambiente onde ocorreu o acompanhamento e a utilização das ferramentas de mediações tecnológicas, nesse caso, o sistema Moodle. Este assunto é abordado da perspectiva da inteligência coletiva, que busca, no agenciamento dos atores, a construção do conhecimento em rede. Para uma melhor compreensão da realidade, trabalhamos com a metodologia da cartografia, deixando claro que esta não está atrelada à visão tradicional que persegue regras estipuladas antecipadamente, mas, na medida em que se avança com a pesquisa, as pistas vão indicando o caminho a ser trilhado. Diante dos resultados encontrados, constatou-se o potencial que a mediação das tecnologias podem acrescer ao ensino da parte prática da LIBRAS. O surgimento de novas pistas continuará emergindo dessa produção, indicando novos caminhos a serem trilhados.";"primary[Arruda, Débora Teixeira(http://lattes.cnpq.br/4616584020283382)]";"advisor[Thomé, Zeina Rebouças Corrêa(http://lattes.cnpq.br/1255254917732447)]|referee[Matos, Maria Almerinda de Souza(http://lattes.cnpq.br/5590755531194676)|Oliveira, Mateus Coimbra de(http://lattes.cnpq.br/3857025116900359)]";"Libras|Inteligência Coletiva|Tecnologia da Comunicação e Informação - TICs";"Collective Intelligence|The Information and Communication Technology";"UFAM";"masterThesis";"openAccess";"2015";"http://tede.ufam.edu.br/handle/tede/4750";"masterThesis";"por"
